,relationship
2556,underneath
2557,ON
2558,for
2559,for
2560,ON
2561,ON
2562,ON
2563,ON
2564,ON
2565,ON
2566,in
2567,in
2568,in
2569,ON
2570,ON
2571,ON
2572,ON
2573,in
2574,in
2575,fill with
2576,in
2577,ON
2578,ON
2579,in
2580,in
2581,in
2582,in
2583,in
2584,ON
2585,of
2586,ON
2587,ON
2588,be on
2589,fill with a
2590,next to
2591,next to
2592,under
2593,ON
2594,under
2595,in
2596,ON
2597,ON
2598,ON
2599,ON
2600,ON
2601,ON
2602,ON
2603,ON
2604,through
2605,ON
2606,ON
2607,for
2608,ON
2609,with
2610,ON
2611,with -PRON-
2612,hook up
2613,sit on
2614,ON
2615,on top
2616,ON
2617,ON
2618,ON
2619,be on
2620,be on
2621,be on
2622,be on
2623,be on
2624,be on
2625,have
2626,ON
2627,ON
2628,ON
2629,ON
2630,ON
2631,ON
2632,ON
2633,ON
2634,ON
2635,ON
2636,ON
2637,ON
2638,ON
2639,ON
2640,ON
2641,park on
2642,park by
2643,lead to
2644,ON
2645,ON
2646,ON
2647,ON
2648,ON
2649,ON
2650,ON
2651,ON
2652,of a
2653,from
2654,park on left side of
2655,park on right side of
2656,ON
2657,have a
2658,have a
2659,have a
2660,have a
2661,have
2662,have a
2663,have a
2664,have a
2665,have a
2666,have a
2667,on a
2668,have a
2669,on side of
2670,have a
2671,have a
2672,have a
2673,have a
2674,have a
2675,have a
2676,have a
2677,store a
2678,be in
2679,in
2680,ON
2681,be in
2682,ON
2683,ON
2684,ON
2685,ON
2686,ON
2687,ON
2688,ON
2689,ON
2690,ON
2691,ON
2692,park on
2693,park on
2694,on top of
2695,on top of
2696,on top of
2697,on top of
2698,on top of
2699,park on
2700,park on
2701,park on
2702,park on
2703,park on
2704,walk on
2705,have
2706,on top of
2707,on top of
2708,on top of
2709,on top of
2710,on top of
2711,next to
2712,ON
2713,in
2714,walk down
2715,wear
2716,carry
2717,paint on
2718,in
2719,have
2720,on side
2721,next to
2722,dress in
2723,wear
2724,on top of
2725,on top of
2726,on top of
2727,on top of
2728,on top of
2729,wear
2730,have
2731,wear
2732,wear
2733,make
2734,wear
2735,have
2736,make
2737,ON
2738,have
2739,ON
2740,have
2741,have
2742,have
2743,ON
2744,ON
2745,ON
2746,have
2747,have
2748,under
2749,have
2750,lay on
2751,have
2752,have
2753,have
2754,ON
2755,ON
2756,ON
2757,ON
2758,ON
2759,have
2760,ON
2761,next to
2762,ON
2763,ON
2764,ON
2765,ON
2766,ON
2767,by
2768,by
2769,ON
2770,ON
2771,ON
2772,cross
2773,cross
2774,cross
2775,ON
2776,with
2777,with
2778,in
2779,behind
2780,behind
2781,behind
2782,ON
2783,across
2784,ON
2785,next to
2786,in
2787,ON
2788,with
2789,ON
2790,of
2791,of
2792,of
2793,of
2794,ride
2795,ON
2796,ON
2797,ON
2798,ON
2799,ON
2800,ON
2801,in
2802,ON
2803,ON
2804,ON
2805,have
2806,ON
2807,of
2808,of
2809,of
2810,of
2811,ON
2812,of
2813,of
2814,of
2815,of
2816,of
2817,ON
2818,ON
2819,ON
2820,ON
2821,ON
2822,of
2823,ON
2824,ON
2825,ON
2826,ON
2827,ON
2828,ON
2829,ON
2830,ON
2831,ON
2832,ON
2833,wait to cross
2834,with
2835,with
2836,with
2837,with
2838,with
2839,around
2840,ON
2841,ON
2842,ON
2843,ON
2844,ON
2845,wear
2846,wear
2847,have
2848,in
2849,in front of
2850,have
2851,have
2852,wear
2853,wear
2854,wear
2855,wear
2856,wear
2857,have
2858,have
2859,have
2860,wear
2861,have
2862,wering
2863,wear
2864,wear
2865,have
2866,ON
2867,talk to
2868,ON
2869,have
2870,have
2871,inside
2872,have
2873,have
2874,wear
2875,wear
2876,have
2877,talk to
2878,have
2879,wear
2880,wear
2881,wear
2882,have
2883,wear
2884,wear
2885,have
2886,have
2887,sit on
2888,sit on
2889,have a
2890,wear a
2891,have
2892,have
2893,have
2894,have
2895,have
2896,have
2897,sit on
2898,sit on
2899,hang on
2900,on top of
2901,sit on
2902,wear
2903,wear
2904,have
2905,have
2906,have
2907,have
2908,sit on
2909,sit on
2910,clasp
2911,sit on
2912,wear
2913,wear
2914,sit on
2915,wear
2916,on top of
2917,sit on
2918,sit on
2919,wear
2920,wear
2921,sit on
2922,ON
2923,ON
2924,ON
2925,ON
2926,ON
2927,ON
2928,ON
2929,ON
2930,near
2931,near
2932,of
2933,stand next to
2934,with
2935,wear
2936,ON
2937,to
2938,of
2939,in
2940,ON
2941,park in
2942,beside
2943,turn on
2944,stand by
2945,in
2946,stand by
2947,in
2948,by
2949,in
2950,lead down
2951,in
2952,in
2953,in
2954,ON
2955,ON
2956,ON
2957,ON
2958,ON
2959,ON
2960,ON
2961,ON
2962,ON
2963,ON
2964,in
2965,in
2966,ON
2967,ON
2968,ON
2969,ON
2970,ON
2971,under
2972,ON
2973,have
2974,have
2975,ON
2976,have
2977,have
2978,have
2979,have
2980,lay on
2981,by
2982,ON
2983,on side of
2984,have
2985,ON
2986,have a
2987,stand at
2988,ON
2989,ON
2990,ON
2991,in
2992,ON
2993,ON
2994,have
2995,ON
2996,ON
2997,ON
2998,ON
2999,ON
3000,ON
3001,ON
3002,ON
3003,ON
3004,ON
3005,ON
3006,on top
3007,ON
3008,ON
3009,ON
3010,ON
3011,ON
3012,by
3013,ON
3014,ON
3015,against
3016,on a
3017,on a
3018,in
3019,ON
3020,in
3021,in
3022,ON
3023,ON
3024,ON
3025,ON
3026,ON
3027,next to
3028,ON
3029,around
3030,in
3031,ON
3032,ON
3033,ON
3034,on in
3035,have
3036,ON
3037,have
3038,have
3039,hang on
3040,ON
3041,ON
3042,sit on
3043,on top of
3044,over
3045,in
3046,on side of
3047,in
3048,ON
3049,on side of
3050,with
3051,in
3052,with
3053,attach to
3054,with
3055,hang on
3056,in
3057,in
3058,on
3059,on
3060,have
3061,have
3062,of
3063,in
3064,ON
3065,in
3066,of
3067,in
3068,of a
3069,in an old
3070,in
3071,in
3072,of
3073,of
3074,walk on
3075,have
3076,ON
3077,ON
3078,ON
3079,walk on
3080,wear
3081,ON
3082,wear
3083,wear
3084,wear
3085,walk on
3086,ON
3087,ON
3088,ON
3089,wear
3090,wear
3091,wear
3092,walk in
3093,walk in
3094,in
3095,in
3096,in
3097,hold
3098,in
3099,ON
3100,ON
3101,ON
3102,ON
3103,in
3104,over
3105,across
3106,carry
3107,cross
3108,ON
3109,wear a
3110,wear a
3111,on a
3112,ON
3113,ON
3114,ON
3115,ON
3116,ON
3117,ON
3118,ON
3119,ON
3120,ON
3121,ON
3122,ON
3123,ON
3124,on a
3125,in a
3126,in a
3127,in a
3128,in a
3129,in a
3130,on a
3131,near
3132,on top of
3133,on a
3134,on top of a
3135,with an
3136,around a
3137,around a
3138,ON
3139,ON
3140,attach to
3141,ON
3142,ON
3143,on top of
3144,in
3145,in
3146,in
3147,in
3148,in
3149,in a
3150,next to a
3151,in a
3152,on a
3153,on a
3154,on a
3155,in
3156,in front of
3157,on side of
3158,on side of
3159,above
3160,ON
3161,in front of
3162,behind
3163,hang on
3164,of a
3165,of a
3166,of a
3167,of a
3168,of
3169,of
3170,of
3171,of
3172,of
3173,of
3174,of
3175,of
3176,of
3177,in
3178,sit on
3179,carry
3180,of a
3181,of a
3182,of a
3183,of a
3184,of a
3185,of
3186,ON
3187,in
3188,in
3189,on a
3190,ON
3191,ON
3192,ON
3193,ON
3194,ON
3195,ON
3196,ON
3197,ON
3198,park at
3199,of
3200,cover
3201,ON
3202,ON
3203,ON
3204,ON
3205,ON
3206,ON
3207,ON
3208,ON
3209,break on
3210,in
3211,swimming in
3212,ON
3213,in
3214,in
3215,in
3216,in
3217,in
3218,in
3219,in
3220,in
3221,in
3222,in
3223,in
3224,in
3225,in
3226,in
3227,in
3228,of
3229,in
3230,of
3231,of
3232,in
3233,of
3234,of
3235,of
3236,of
3237,of
3238,of
3239,behind
3240,in front of
3241,in front of
3242,behind
3243,under
3244,lean over
3245,ON
3246,ON
3247,on -PRON-
3248,ON
3249,sit near
3250,sit near
3251,sit near
3252,sit near
3253,sit near
3254,around
3255,underneath
3256,have
3257,inside
3258,inside
3259,underneath
3260,above
3261,have
3262,have
3263,have
3264,have
3265,have
3266,have
3267,mount on
3268,mount on
3269,near
3270,outside
3271,ON
3272,ON
3273,cross
3274,have
3275,ON
3276,ON
3277,ON
3278,ON
3279,near
3280,ON
3281,ON
3282,have
3283,have
3284,wear
3285,wear
3286,ON
3287,ON
3288,near
3289,cross
3290,wear
3291,cross
3292,wear
3293,ON
3294,near
3295,ON
3296,cross
3297,ON
3298,ON
3299,have a
3300,ON
3301,ride
3302,ON
3303,ride in
3304,ride a
3305,wear a
3306,in
3307,behind
3308,ON
3309,beside
3310,park alongside
3311,park beside
3312,wear a
3313,ON
3314,ON
3315,along busy
3316,ON
3317,ON
3318,beside
3319,stand across
3320,next to
3321,behind
3322,behind
3323,extend from
3324,attach to
3325,of
3326,of
3327,of
3328,of
3329,of
3330,of
3331,of
3332,of
3333,of
3334,of
3335,of
3336,of
3337,of
3338,of
3339,of
3340,of
3341,of
3342,of
3343,of
3344,of
3345,of
3346,of
3347,of
3348,along
3349,along
3350,lean against
3351,against
3352,wear
3353,wear
3354,push
3355,ON
3356,ON
3357,cover
3358,ON
3359,ON
3360,in
3361,walk on
3362,ON
3363,ON
3364,ON
3365,in
3366,close to
3367,ON
3368,ON
3369,ON
3370,ON
3371,in
3372,ON
3373,next to
3374,next to
3375,next to
3376,ON
3377,ON
3378,ON
3379,ON
3380,ON
3381,in
3382,in
3383,ON
3384,across
3385,in
3386,by
3387,with
3388,of
3389,of
3390,of
3391,of
3392,ON
3393,with
3394,in
3395,in
3396,of
3397,between
3398,between
3399,ON
3400,ON
3401,ON
3402,ON
3403,ON
3404,ON
3405,ON
3406,ON
3407,ON
3408,ON
3409,ON
3410,ON
3411,ON
3412,ON
3413,ON
3414,ON
3415,ON
3416,ON
3417,ON
3418,ON
3419,ON
3420,ON
3421,ON
3422,ON
3423,ON
3424,of
3425,next to
3426,ON
3427,hang in
3428,wear
3429,carry
3430,ON
3431,carry
3432,ON
3433,of
3434,of
3435,ON
3436,push
3437,ON
3438,lining
3439,lining
3440,in middle of
3441,in
3442,grow out of
3443,ON
3444,ON
3445,under
3446,ON
3447,ON
3448,in
3449,ON
3450,ON
3451,in
3452,ON
3453,next to
3454,ON
3455,ON
3456,ON
3457,ON
3458,ON
3459,ON
3460,next to
3461,ON
3462,in front of
3463,ON
3464,in
3465,ON
3466,ON
3467,ON
3468,ON
3469,ON
3470,ON
3471,ON
3472,ON
3473,ON
3474,on top of
3475,on top of
3476,wear
3477,ON
3478,ON
3479,reflect on
3480,ON
3481,ON
3482,ON
3483,ON
3484,ON
3485,behind
3486,in front
3487,hang on
3488,ON
3489,ON
3490,ON
3491,ON
3492,ON
3493,ON
3494,ON
3495,ON
3496,ON
3497,ON
3498,ON
3499,ON
3500,ON
3501,ON
3502,in
3503,ON
3504,on top
3505,on top
3506,on top
3507,on top
3508,plug into
3509,on top
3510,ON
3511,ON
3512,ON
3513,ON
3514,have
3515,have
3516,have
3517,have
3518,have
3519,ON
3520,wear
3521,wear
3522,ON
3523,have
3524,have
3525,ON
3526,ON
3527,ON
3528,behind
3529,of
3530,of
3531,of
3532,of
3533,of
3534,of
3535,of
3536,of
3537,of
3538,of
3539,stand in
3540,ON
3541,ON
3542,ON
3543,ON
3544,ON
3545,with
3546,ON
3547,support
3548,of
3549,ON
3550,hold
3551,of
3552,of
3553,ON
3554,with
3555,ON
3556,in
3557,ON
3558,ON
3559,ON
3560,by
3561,ON
3562,ON
3563,ON
3564,ON
3565,ON
3566,wear
3567,in
3568,near
3569,wear a
3570,ON
3571,near
3572,ON
3573,of
3574,near
3575,far from
3576,ON
3577,ON
3578,on top of
3579,have black
3580,near
3581,near
3582,by
3583,ON
3584,of
3585,ON
3586,ON
3587,ON
3588,ON
3589,ON
3590,ON
3591,ON
3592,ON
3593,wear
3594,wear
3595,ON
3596,in
3597,on a
3598,ON
3599,be on
3600,ON
3601,ON
3602,be in
3603,ON
3604,ON
3605,ON
3606,ON
3607,have
3608,in between
3609,in between
3610,ON
3611,ON
3612,ON
3613,ON
3614,ON
3615,in
3616,ON
3617,ON
3618,in
3619,in
3620,in
3621,in
3622,in
3623,ON
3624,ON
3625,on a
3626,on a
3627,on a
3628,at top of
3629,part of
3630,in
3631,in
3632,in
3633,in front of
3634,ON
3635,have
3636,on back of
3637,have
3638,ON
3639,on left of
3640,on left of
3641,ON
3642,near to
3643,have
3644,on side of
3645,on side of
3646,have
3647,have
3648,have
3649,ON
3650,ON
3651,ON
3652,ON
3653,ON
3654,ON
3655,ON
3656,ON
3657,ON
3658,ON
3659,ON
3660,ON
3661,ON
3662,ON
3663,ON
3664,ON
3665,ON
3666,have
3667,have
3668,have
3669,have
3670,have
3671,have
3672,have
3673,have
3674,have
3675,have
3676,have
3677,have
3678,have
3679,have
3680,have
3681,have
3682,in front of
3683,around
3684,next to
3685,wear
3686,have
3687,wear
3688,wear
3689,beside
3690,wear
3691,ON
3692,ON
3693,drape over
3694,hang on
3695,beside
3696,go to
3697,wear
3698,have
3699,wear
3700,ON
3701,ON
3702,have
3703,have
3704,in front of
3705,wear
3706,have
3707,have
3708,wear
3709,wear
3710,wear
3711,hold
3712,wear
3713,have
3714,have
3715,ON
3716,ON
3717,wear a
3718,have
3719,have
3720,lean against
3721,on top of
3722,wear a
3723,wear a
3724,have a
3725,on top of
3726,have a
3727,have
3728,have
3729,have a
3730,have a
3731,have an
3732,have an
3733,have an
3734,have an
3735,have a
3736,have a
3737,have a
3738,have a
3739,have
3740,have an
3741,have an
3742,have a
3743,have
3744,have a
3745,have a
3746,have a
3747,on top of
3748,wear a
3749,wear
3750,have
3751,have
3752,have a
3753,on top of
3754,have a
3755,on a
3756,on a
3757,on a
3758,on a
3759,on a
3760,on a
3761,on a
3762,inside a
3763,inside a
3764,on a
3765,on a
3766,on a
3767,on a
3768,ON
3769,in
3770,sit on
3771,with
3772,with
3773,with
3774,ON
3775,ON
3776,behind
3777,behind
3778,ON
3779,ON
3780,ON
3781,ON
3782,ON
3783,park behind
3784,park behind
3785,park behind
3786,of
3787,near
3788,behind
3789,behind
3790,with
3791,protect
3792,with
3793,for
3794,stand at
3795,hold up
3796,behind
3797,on edge
3798,park behind
3799,park behind
3800,park behind
3801,ON
3802,ON
3803,ON
3804,ON
3805,with
3806,with
3807,of
3808,around
3809,ON
3810,attach to
3811,in front of
3812,in front of
3813,in front of
3814,in front of
3815,grow in front of
3816,to right of
3817,behind
3818,attach to
3819,ON
3820,outside
3821,outside
3822,outside
3823,outside
3824,outside
3825,outside
3826,outside
3827,outside
3828,outside
3829,outside
3830,have
3831,ON
3832,ON
3833,ON
3834,wear
3835,ON
3836,behind
3837,in
3838,wear
3839,with
3840,hold
3841,in front of
3842,behind
3843,ON
3844,at
3845,ON
3846,in
3847,have
3848,ON
3849,have a
3850,have
3851,have
3852,ON
3853,have
3854,have
3855,have
3856,ON
3857,next to
3858,have
3859,in
3860,have
3861,have
3862,have
3863,ON
3864,have
3865,have
3866,have
3867,have
3868,ON
3869,have
3870,have
3871,have a
3872,ON
3873,ON
3874,have
3875,have
3876,have
3877,have
3878,have
3879,have
3880,behind
3881,ON
3882,ON
3883,ON
3884,ON
3885,have
3886,near
3887,stand in front of
3888,stand in front of
3889,in
3890,have
3891,have
3892,have
3893,have
3894,ON
3895,ON
3896,have
3897,have
3898,in front of
3899,in front of
3900,ON
3901,ON
3902,have
3903,ON
3904,on front of
3905,be on
3906,on wall of
3907,ON
3908,near
3909,under
3910,in front of
3911,holds
3912,of
3913,have
3914,around
3915,ON
3916,ON
3917,ON
3918,of
3919,ON
3920,ON
3921,ON
3922,for
3923,ON
3924,in
3925,hang behind
3926,of
3927,of
3928,by
3929,ON
3930,with
3931,sit on
3932,be behind
3933,be in a
3934,be in a
3935,with
3936,with
3937,of
3938,ON
3939,sit at
3940,wear
3941,be on bottom of
3942,be on a
3943,ON
3944,inside
3945,be on
3946,reflect in
3947,in
3948,ON
3949,ON
3950,ON
3951,of
3952,in
3953,to
3954,beside
3955,with
3956,beside
3957,of
3958,ON
3959,of
3960,ON
3961,make
3962,of
3963,in
3964,ON
3965,ON
3966,ON
3967,sit near
3968,in
3969,near
3970,of
3971,near
3972,in
3973,have
3974,have
3975,sit on
3976,ON
3977,next to
3978,hold
3979,ON
3980,ON
3981,ON
3982,ON
3983,next to
3984,ON
3985,ON
3986,ON
3987,next to
3988,next to
3989,next to
3990,next to
3991,ON
3992,hang on
3993,ON
3994,next to
3995,ON
3996,ON
3997,ON
3998,ON
3999,ON
4000,ON
4001,ON
4002,ON
4003,ON
4004,ON
4005,ON
4006,ON
4007,ON
4008,ON
4009,ON
4010,in
4011,have
4012,beneath
4013,in
4014,over
4015,of a
4016,with a
4017,on a
4018,to another
4019,in a
4020,in a
4021,in a
4022,ON
4023,ON
4024,ON
4025,in
4026,in
4027,HOLDS
4028,hold
4029,next to
4030,by
4031,ON
4032,ON
4033,ON
4034,ON
4035,ON
4036,by
4037,ON
4038,ON
4039,ON
4040,on top
4041,in
4042,ON
4043,ON
4044,ON
4045,ON
4046,next to
4047,ON
4048,ON
4049,ON
4050,ON
4051,ON
4052,under
4053,ON
4054,ON
4055,ON
4056,ON
4057,ON
4058,ON
4059,behind
4060,above
4061,in
4062,with
4063,ON
4064,of
4065,of
4066,ON
4067,ON
4068,hold up
4069,lead into
4070,ON
4071,shine on
4072,ON
4073,of
4074,next to
4075,full of
4076,in middle of
4077,of
4078,with
4079,with
4080,with
4081,in
4082,on a
4083,of
4084,ON
4085,fill with
4086,of
4087,of
4088,with
4089,ON
4090,ON
4091,in
4092,ON
4093,ON
4094,ON
4095,ON
4096,with
4097,in
4098,ON
4099,ON
4100,in
4101,ON
4102,ON
4103,in
4104,in
4105,on ground
4106,near
4107,near
4108,ON
4109,ON
4110,in
4111,in
4112,beside
4113,beside
4114,ON
4115,ON
4116,ON
4117,ON
4118,cover with
4119,have
4120,have
4121,in
4122,have
4123,have
4124,ON
4125,have a
4126,have a
4127,have a
4128,ON
4129,can be see on
4130,ON
4131,ON
4132,ON
4133,ON
4134,ON
4135,on a
4136,on a
4137,locate on
4138,locate on
4139,locate on
4140,inside
4141,have
4142,have
4143,have
4144,next to
4145,in
4146,in
4147,have
4148,near
4149,have
4150,have
4151,ON
4152,ON
4153,behind
4154,near
4155,among
4156,outside
4157,ON
4158,have
4159,have
4160,have
4161,face
4162,ON
4163,have
4164,say
4165,have
4166,have
4167,have
4168,have
4169,have
4170,have
4171,have
4172,have
4173,have
4174,have
4175,have
4176,have
4177,have
4178,have
4179,have
4180,exist inside of
4181,have
4182,have
4183,have
4184,have a
4185,have a
4186,center with
4187,below
4188,below
4189,below
4190,below
4191,cast a
4192,in front of
4193,have
4194,have a
4195,have a
4196,contain a
4197,have
4198,have
4199,have
4200,have
4201,have
4202,have
4203,in front of
4204,in a
4205,in front of
4206,be directly before
4207,have a
4208,have
4209,have a
4210,near to
4211,ON
4212,in
4213,ON
4214,in
4215,have
4216,ON
4217,near
4218,near
4219,near
4220,next to
4221,have
4222,in
4223,ON
4224,in
4225,next to
4226,near
4227,of
4228,in
4229,holds
4230,ON
4231,in
4232,of
4233,ON
4234,ON
4235,ON
4236,ON
4237,in
4238,with
4239,hang on
4240,under
4241,under
4242,under
4243,under
4244,under
4245,ON
4246,ON
4247,next
4248,next
4249,ON
4250,ON
4251,park beside
4252,on side of
4253,ON
4254,ON
4255,strew on
4256,sit on
4257,ON
4258,ON
4259,ON
4260,ON
4261,ON
4262,ON
4263,on back of
4264,ON
4265,ON
4266,ON
4267,ON
4268,set on
4269,ON
4270,ON
4271,on back of
4272,have
4273,have
4274,on back of
4275,open on
4276,stick off
4277,to
4278,in middle of th
4279,beside
4280,have a
4281,ON
4282,ON
4283,in
4284,ON
4285,have
4286,have
4287,ON
4288,ON
4289,have
4290,have
4291,hold
4292,in
4293,in
4294,ON
4295,have
4296,in
4297,have
4298,under
4299,ON
4300,ON
4301,behind
4302,ON
4303,carry
4304,ON
4305,near
4306,ON
4307,ON
4308,near
4309,ON
4310,ON
4311,hold
4312,ON
4313,ON
4314,near
4315,ON
4316,in
4317,near
4318,near
4319,near
4320,in
4321,have
4322,have
4323,have
4324,have
4325,have
4326,above
4327,have
4328,have
4329,have
4330,have
4331,behind
4332,ON
4333,behind
4334,attatche to
4335,have
4336,have
4337,have
4338,have
4339,by
4340,over
4341,beside
4342,beside
4343,over
4344,have
4345,have
4346,have
4347,have
4348,have
4349,have
4350,have
4351,have
4352,have
4353,have
4354,ON
4355,ON
4356,ON
4357,ON
4358,ON
4359,ON
4360,ON
4361,ON
4362,ON
4363,ON
4364,have
4365,stand on
4366,above
4367,ON
4368,ON
4369,ON
4370,ON
4371,ON
4372,ON
4373,ON
4374,ON
4375,ON
4376,ON
4377,ON
4378,ON
4379,ON
4380,in
4381,ON
4382,ON
4383,ON
4384,ON
4385,ON
4386,ON
4387,of
4388,ON
4389,ON
4390,ON
4391,ON
4392,ON
4393,ON
4394,have
4395,ON
4396,park on
4397,walk on
4398,in
4399,in
4400,in
4401,in
4402,in
4403,in
4404,in
4405,in
4406,in
4407,in
4408,lay in
4409,of
4410,atop
4411,ON
4412,in
4413,in
4414,under
4415,over
4416,in front
4417,of
4418,of
4419,with
4420,of
4421,in
4422,of
4423,in
4424,of
4425,in
4426,in
4427,of
4428,in
4429,ON
4430,ON
4431,front of
4432,ON
4433,ON
4434,ON
4435,ON
4436,plant on
4437,plant on
4438,plant on
4439,plant on
4440,part of
4441,part of
4442,part of
4443,part of
4444,part of
4445,front of
4446,in front of
4447,in front of
4448,next to
4449,in front of
4450,sit on
4451,part of
4452,part of
4453,part of
4454,part of
4455,part of
4456,ON
4457,ON
4458,in front of
4459,on top of
4460,on top of
4461,on top of
4462,on side of
4463,window of
4464,near
4465,in front of
4466,sit on
4467,hunch over on
4468,high point of
4469,window of
4470,entry of
4471,window of
4472,part of
4473,part of
4474,part of
4475,part of
4476,part of
4477,window of
4478,in front of
4479,part of
4480,part of
4481,part of
4482,part of
4483,part of
4484,part of
4485,part of
4486,part of
4487,part of
4488,part of
4489,part of
4490,part of
4491,part of
4492,part of
4493,part of
4494,part of
4495,part of
4496,part of
4497,part of
4498,part of
4499,ON
4500,ON
4501,ON
4502,ON
4503,ON
4504,ON
4505,at
4506,ON
4507,ON
4508,in
4509,ON
4510,ON
4511,ON
4512,ON
4513,ON
4514,in
4515,in
4516,in
4517,in
4518,in
4519,in
4520,ON
4521,ON
4522,ON
4523,ON
4524,ON
4525,ON
4526,ON
4527,ON
4528,ON
4529,ON
4530,ON
4531,ON
4532,ON
4533,ON
4534,ON
4535,ON
4536,ON
4537,on side of
4538,in
4539,carries
4540,near
4541,in
4542,in
4543,hang
4544,ON
4545,in
4546,on a
4547,in a
4548,hold
4549,hold
4550,ON
4551,ON
4552,ON
4553,ON
4554,ON
4555,ON
4556,in front of
4557,ON
4558,ON
4559,ON
4560,ON
4561,ON
4562,ON
4563,ON
4564,ON
4565,ON
4566,ON
4567,ON
4568,ON
4569,ON
4570,ON
4571,ON
4572,ON
4573,ON
4574,ON
4575,wear
4576,wear
4577,ON
4578,ON
4579,behind
4580,behind
4581,wear
4582,wear
4583,wear
4584,ON
4585,hold
4586,wear
4587,under
4588,ON
4589,ON
4590,ON
4591,ON
4592,ON
4593,with
4594,with
4595,with
4596,with
